Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
927843189648168,5 to 8 Years,MBA,$57K-$102K,Tehran,"Iran, Islamic Rep.",32.4279,53.688,Full-Time,81489,2021-12-23,Male,Amanda Lee,+1-467-991-6437x8787,Web Developer,Frontend Web Developer,FlexJobs,"Frontend Web Developers design and implement user interfaces for websites, ensuring they are visually appealing and user-friendly. They collaborate with designers and backend developers to create seamless web experiences for users.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","HTML, CSS, JavaScript Frontend frameworks (e.g., React, Angular) User experience (UX)","Design and code user interfaces for websites, ensuring a seamless and visually appealing user experience. Collaborate with UX designers to optimize user journeys. Ensure cross-browser compatibility and responsive design.",Union Pacific,"{""Sector"":""Transportation"",""Industry"":""Railroads"",""City"":""Omaha"",""State"":""Nebraska"",""Zip"":""68179"",""Website"":""www.up.com"",""Ticker"":""UNP"",""CEO"":""Lance M. Fritz""}"
187667308866805,4 to 8 Years,B.Com,$58K-$114K,Beirut,Lebanon,33.8547,35.8623,Full-Time,60493,2023-04-14,Female,Anthony Weaver,+1-749-718-3963x7298,Personal Assistant,Personal Secretary,ZipRecruiter,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,"Act as a personal secretary, managing personal appointments and tasks. Handle correspondence and communication on behalf of the employer. Organize personal schedules and commitments.",Humana,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Insurance and Managed Care"",""City"":""Louisville"",""State"":""Kentucky"",""Zip"":""40202"",""Website"":""www.humana.com"",""Ticker"":""HUM"",""CEO"":""Bruce D. Broussard""}"
1255868565292860,3 to 8 Years,M.Tech,$64K-$89K,Kinshasa,Democratic Republic Of Congo,-4.0383,21.7587,Part-Time,31574,2023-07-15,Male,Jennifer Bennett,(400)737-7678,Systems Administrator,IT Support Specialist,Monster,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,"Provide technical support to end-users, troubleshoot hardware and software issues, and resolve IT-related problems. Install and configure computer systems and software. Maintain IT documentation and knowledge base.",Siemens AG,"{""Sector"":""Technology and Engineering"",""Industry"":""Conglomerate"",""City"":""Munich"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.siemens.com"",""Ticker"":""SIE"",""CEO"":""Roland Busch""}"
190798404014818,4 to 11 Years,M.Tech,$56K-$109K,Islamabad,Pakistan,30.3753,69.3451,Part-Time,114616,2023-05-21,Both,Eric Powell,352.901.8793,Web Designer,Frontend Web Designer,Idealist,"Frontend Web Designers create the visual elements and user interfaces of websites. They use HTML, CSS, and JavaScript to design responsive, user-friendly web pages, ensuring a seamless and visually appealing online experience.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Frontend web development HTML/CSS Responsive design User interface (UI) design Adobe Creative Suite Collaboration skills,"Create visually appealing and responsive web designs using HTML, CSS, and JavaScript. Ensure cross-browser compatibility. Optimize web performance and page load times.",Macy's,"{""Sector"":""Retail"",""Industry"":""General Merchandisers"",""City"":""New York"",""State"":""New York"",""Zip"":""10001"",""Website"":""www.macysinc.com"",""Ticker"":""M"",""CEO"":""Jeffrey Gennette""}"
1610693090926888,4 to 13 Years,BBA,$58K-$83K,George Town,Cayman Islands,19.3133,-81.2546,Part-Time,26692,2022-10-31,Both,Mike Perkins,+1-200-520-5509x51155,Public Relations Specialist,Crisis Communication Manager,Jobs2Careers,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication,Develop crisis communication plans and strategies for handling PR crises. Respond to crises and manage public perception and reputation. Provide media training for spokespersons.,HCA Healthcare,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Medical Facilities"",""City"":""Nashville"",""State"":""Tennessee"",""Zip"":""37203"",""Website"":""www.hcahealthcare.com"",""Ticker"":""HCA"",""CEO"":""Samuel N. Hazen""}"
16754769137965,1 to 12 Years,BCA,$58K-$108K,San Jose,Costa Rica,9.7489,-83.7534,Part-Time,68741,2022-01-08,Both,Todd Lopez,440-714-8461,Chemical Analyst,Quality Control Analyst,ZipRecruiter,"In the role of a Quality Control Analyst, you will be responsible for inspecting and testing products to ensure they meet quality standards and specifications. You will use quality control tools and processes to identify defects, document findings, and recommend improvements. Your role is essential in maintaining product quality and customer satisfaction.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Quality control Quality assurance QC testing methods Compliance standards Root cause analysis Documentation Statistical analysis,Ensure the quality and consistency of chemical products and processes through testing and inspection. Identify non-conformities and deviations. Maintain quality control documentation.,Ross Stores,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Apparel"",""City"":""Dublin"",""State"":""California"",""Zip"":""94568"",""Website"":""www.rossstores.com"",""Ticker"":""ROST"",""CEO"":""Barbara Rentler""}"
2062134793804492,3 to 15 Years,MCA,$63K-$86K,Warsaw,Poland,51.9194,19.1451,Part-Time,23957,2021-11-30,Female,Michael Montgomery,564-349-1300x0292,Sales Manager,Sales Team Leader,SimplyHired,"Lead and motivate sales teams, set sales targets, and develop sales strategies to meet goals.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Sales leadership Team management Sales strategy and planning,"Lead and manage a team of sales representatives. Set sales targets and goals. Provide coaching, training, and performance evaluations.",Berger Paints India Limited,"{""Sector"":""Paints & Coatings"",""Industry"":""Paints and Coatings"",""City"":""Kolkata"",""State"":""WB"",""Zip"":""700071"",""Website"":""www.bergerpaints.com"",""Ticker"":""BERGEPAINT"",""CEO"":""Abhijit Roy""}"
1081678402253816,5 to 13 Years,M.Tech,$59K-$114K,Kuala Lumpur,Malaysia,4.2105,101.9758,Intern,76853,2021-09-30,Male,Brandon Mann,211-525-3804x7472,Social Media Manager,Social Media Analyst,CareerBuilder,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification",Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes.,Boeing,"{""Sector"":""Aerospace and Defense"",""Industry"":""Aerospace & Defense"",""City"":""Arlington"",""State"":""Virginia"",""Zip"":""22202"",""Website"":""www.boeing.com"",""Ticker"":""BA"",""CEO"":""David L. Calhoun""}"
1085255470768647,1 to 13 Years,MBA,$64K-$92K,Riga,Latvia,56.8796,24.6032,Part-Time,53119,2022-09-15,Male,Tara Myers,+1-742-434-8375x2006,Social Media Manager,Social Media Analyst,Glassdoor,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification",Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes.,Everbright Securities,"{""Sector"":""Financial Services"",""Industry"":""Financial Services"",""City"":""Shanghai"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.everbright.com/"",""Ticker"":""601788"",""CEO"":""Gao Xiqing""}"
1344913041635056,2 to 8 Years,PhD,$65K-$98K,Paris,France,46.603354,1.888334,Intern,97851,2021-11-25,Both,Emily Mendoza,+1-785-966-5747x9527,Software Architect,Cloud Architect,Internships.com,"A Cloud Architect designs and manages cloud-based solutions, optimizing scalability, security, and performance while aligning them with the companys technology strategy.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Cloud computing platforms (AWS, Azure, etc.) Cloud security Containerization (Docker, Kubernetes)","Design and implement cloud-based solutions, optimizing for performance and cost-efficiency. Develop cloud migration strategies. Architect and manage cloud infrastructure.",Intuit,"{""Sector"":""Financial Technology"",""Industry"":""Computer Software"",""City"":""Mountain View"",""State"":""California"",""Zip"":""94043"",""Website"":""www.intuit.com"",""Ticker"":""INTU"",""CEO"":""Sasan K. Goodarzi""}"
2912284921275017,3 to 15 Years,M.Com,$64K-$99K,Willemstad,Curacao,12.1696,-68.99,Full-Time,21081,2023-03-26,Both,Jose Taylor,803-722-2577,Supply Chain Analyst,Logistics Analyst,Idealist,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,"Analyze and optimize logistics and supply chain processes, including transportation and warehousing. Monitor inventory levels and track shipments. Identify cost-saving opportunities.",Rentokil Initial,"{""Sector"":""Business Services"",""Industry"":""Business Services - Pest Control"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.rentokil-initial.com"",""Ticker"":""RTO.L"",""CEO"":""Andy Ransom""}"
1508303925501835,0 to 14 Years,BA,$56K-$80K,Papeete,French Polynesia,-17.6797,-149.4068,Full-Time,26249,2021-10-10,Female,Kelli Proctor,001-651-730-5727x1685,Graphic Designer,UI/UX Designer,LinkedIn,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design",Focus on user interface (UI) and user experience (UX) design for websites and applications to enhance user engagement. Conduct user research and usability testing. Collaborate with developers to implement designs.,NetEase,"{""Sector"":""Technology and Entertainment"",""Industry"":""Technology & Entertainment"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.netease.com/"",""Ticker"":""NTES"",""CEO"":""William Ding Lei""}"
947947245527924,3 to 9 Years,M.Tech,$63K-$128K,Marigot,St. Martin (French part),18.0708,-63.0501,Intern,72404,2023-05-06,Male,Lauren Hill,(426)574-1730x3085,Graphic Designer,UI/UX Designer,Internships.com,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design",Focus on user interface (UI) and user experience (UX) design for websites and applications to enhance user engagement. Conduct user research and usability testing. Collaborate with developers to implement designs.,EnLink Midstream,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Dallas"",""State"":""Texas"",""Zip"":""75201"",""Website"":""www.enlink.com"",""Ticker"":""ENLC"",""CEO"":""Jesse Arenivas""}"
505713735553936,0 to 12 Years,BBA,$60K-$102K,Dushanbe,Tajikistan,38.861,71.2761,Part-Time,116882,2022-09-30,Both,Sandra Holland,850.997.0933x8638,Software Engineer,Backend Developer,Glassdoor,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend.",Kainos Group,"{""Sector"":""Technology and Software"",""Industry"":""Information Technology"",""City"":""Belfast"",""State"":""Northern Ireland"",""Zip"":""BT7 1NR"",""Website"":""https://www.kainos.com/"",""Ticker"":""KNOS"",""CEO"":""Brendan Mooney""}"
447410138591378,1 to 12 Years,M.Tech,$59K-$106K,San Salvador,El Salvador,13.7942,-88.8965,Part-Time,31246,2023-01-20,Male,Diana Mcknight,001-229-933-9543,Art Teacher,Fine Arts Instructor,SimplyHired,"A Fine Arts Instructor teaches various forms of fine arts, such as painting, sculpture, or drawing, to students, guiding them in developing their artistic skills and creativity.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Artistic skills Teaching ability Communication skills Art history knowledge Creativity,"Teach fine arts, including drawing, painting, and sculpture, to students of all ages. Develop and execute art lesson plans. Foster creativity and artistic expression.",HCA Healthcare,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Medical Facilities"",""City"":""Nashville"",""State"":""Tennessee"",""Zip"":""37203"",""Website"":""www.hcahealthcare.com"",""Ticker"":""HCA"",""CEO"":""Samuel N. Hazen""}"
2754220383242813,4 to 13 Years,BCA,$59K-$89K,Ashgabat,Turkmenistan,38.9697,59.5563,Contract,56132,2023-04-13,Male,Kelly Green,001-852-919-5836,Brand Manager,Product Brand Manager,ZipRecruiter,A Product Brand Manager focuses on promoting and managing the brand identity of specific products or product lines within a companys portfolio.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Product branding and marketing Product lifecycle management Cross-functional team collaboration Product launch planning Market segmentation and targeting,Manage the branding of specific products or product lines. Create product launch plans and marketing campaigns. Ensure consistent product messaging and brand representation.,Tencent Holdings,"{""Sector"":""Technology and Entertainment"",""Industry"":""Technology & Social Media"",""City"":""Shenzhen"",""State"":""Guangdong"",""Zip"":""518000"",""Website"":""https://www.tencent.com/"",""Ticker"":""0700.HK"",""CEO"":""Ma Huateng""}"
1615893049431349,1 to 11 Years,B.Com,$62K-$106K,Panama City,Panama,8.5379,-80.7821,Full-Time,36636,2023-09-06,Both,Steven Robinson,+1-762-597-2132x2941,Financial Analyst,Investment Analyst,SimplyHired,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Financial analysis Investment evaluation Portfolio management Data analysis,"Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Monitor financial markets and economic trends. Prepare investment reports and presentations.",Bristol-Myers Squibb,"{""Sector"":""Healthcare"",""Industry"":""Pharmaceuticals"",""City"":""New York"",""State"":""New York"",""Zip"":""10016"",""Website"":""www.bms.com"",""Ticker"":""BMY"",""CEO"":""Giovanni Caforio""}"
3045184838825469,5 to 13 Years,B.Tech,$60K-$122K,Kingston,Jamaica,18.1096,-77.2975,Temporary,22953,2022-01-06,Female,Elizabeth Richard,(946)544-5660,Art Teacher,Studio Art Teacher,USAJOBS,"A Studio Art Teacher instructs students in studio art practices, providing hands-on guidance in creating art and fostering artistic expression and skill development.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Art instruction Classroom management Art techniques Lesson planning Student assessment,Focus on specific art mediums or techniques in a studio environment. Provide hands-on instruction and guidance. Encourage students to explore and refine their artistic skills.,Hindustan Petroleum Corporation Limited (HPCL),"{""Sector"":""Oil & Gas"",""Industry"":""Oil and Gas"",""City"":""Mumbai"",""State"":""MH"",""Zip"":""400 020"",""Website"":""www.hindustanpetroleum.com"",""Ticker"":""HINDPETRO"",""CEO"":""Mukesh Kumar Surana""}"
2414840055094733,1 to 11 Years,BBA,$64K-$116K,Helsinki,Finland,61.9241,25.7482,Part-Time,130132,2023-03-15,Male,Priscilla Rose,001-548-453-8780x981,Litigation Attorney,Family Law Attorney,Indeed,"Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Family law Divorce proceedings Child custody Mediation Legal counseling Court representation,"Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services.",Comcast,"{""Sector"":""Telecommunications"",""Industry"":""Telecommunications"",""City"":""Philadelphia"",""State"":""Pennsylvania"",""Zip"":""19103"",""Website"":""www.comcastcorporation.com"",""Ticker"":""CMCSA"",""CEO"":""Brian L. Roberts""}"
3017016040085166,4 to 12 Years,B.Com,$59K-$88K,Canberra,Australia,-25.2744,133.7751,Part-Time,97502,2022-08-14,Male,Kimberly Juarez,213.305.7211x668,Procurement Specialist,Procurement Manager,Jobs2Careers,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,"Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services.","Spirit Airlines, Inc.","{""Sector"":""Transportation/Airlines"",""Industry"":""Transportation - Airlines"",""City"":""Miramar"",""State"":""FL"",""Zip"":""33025"",""Website"":""https://www.spirit.com/"",""Ticker"":""SAVE"",""CEO"":""Edward M. Christie III""}"
1963966451104578,5 to 13 Years,PhD,$63K-$106K,Oslo,Norway,60.472,8.4689,Part-Time,81795,2021-11-02,Male,Pamela Whitaker,+1-309-421-3584,Market Research Analyst,Market Researcher,Stack Overflow Jobs,"A Market Researcher gathers and analyzes market data to provide insights on consumer behavior, market trends, and competitor activities, aiding in informed business decisions.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Market research methodologies Data collection and analysis Industry knowledge,"Research market trends, competitors, and consumer behavior. Identify opportunities for product or service improvement. Analyze and interpret qualitative and quantitative data.",GAIL (India) Limited,"{""Sector"":""Natural Gas"",""Industry"":""Gas and Energy"",""City"":""New Delhi"",""State"":""Delhi"",""Zip"":""110016"",""Website"":""https://www.gailonline.com/"",""Ticker"":""GAIL"",""CEO"":""Manoj Jain""}"
2157720125882797,5 to 14 Years,MBA,$61K-$92K,Honiara,Solomon Islands,-9.6457,160.1562,Contract,27164,2022-03-20,Both,Gabriela Waters,001-541-730-4700x3427,Event Coordinator,Event Planner,Internships.com,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,"Plan and organize events, such as weddings, conferences, and parties. Coordinate logistics, vendors, and budgets. Ensure events run smoothly and meet client expectations.",JPMorgan Chase,"{""Sector"":""Financial Services"",""Industry"":""Commercial Banks"",""City"":""New York"",""State"":""New York"",""Zip"":""10179"",""Website"":""www.jpmorganchase.com"",""Ticker"":""JPM"",""CEO"":""Jamie Dimon""}"
1503090758858633,0 to 12 Years,M.Com,$65K-$81K,Mogadishu,Somalia,5.1521,46.1996,Full-Time,40046,2022-02-24,Both,Michael Simpson,213.572.1065x5662,Physical Therapist,Pediatric Physical Therapist,Monster,"Specialize in providing physical therapy to children, addressing developmental and mobility issues.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Pediatric rehabilitation Developmental assessments Child psychology knowledge,Work with children with developmental or physical disabilities. Provide therapy to improve mobility and motor skills. Collaborate with parents and caregivers.,Costco Wholesale,"{""Sector"":""Retail"",""Industry"":""General Merchandisers"",""City"":""Issaquah"",""State"":""Washington"",""Zip"":""98027"",""Website"":""www.costco.com"",""Ticker"":""COST"",""CEO"":""Craig Jelinek""}"
340976050461310,0 to 15 Years,PhD,$65K-$105K,Juba,South Sudan,6.877,31.307,Full-Time,90377,2022-11-23,Both,Christopher Stevenson,869.783.7229,Tax Consultant,International Tax Consultant,Internships.com,"An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",International tax law knowledge Transfer pricing Cross-border tax planning Tax treaties and agreements Foreign tax credits International tax compliance Transfer pricing documentation Multinational tax strategies Client relationship management Communication skills Tax software proficiency,Specialize in international tax law and cross-border tax issues. Provide guidance on international tax planning and transfer pricing. Ensure compliance with global tax regulations.,Booz Allen Hamilton Holding,"{""Sector"":""Professional Services"",""Industry"":""Information Technology Services"",""City"":""McLean"",""State"":""Virginia"",""Zip"":""22102"",""Website"":""www.boozallen.com"",""Ticker"":""BAH"",""CEO"":""Horacio D. Rozanski""}"
808000112469872,1 to 13 Years,BBA,$64K-$94K,Havana,Cuba,21.5218,-77.7812,Part-Time,59441,2023-09-01,Female,Christopher Love,001-346-393-5930x9796,IT Manager,IT Director,Internships.com,"An IT Director oversees an organizations IT department and technology infrastructure. They develop IT strategies, manage budgets, and ensure IT systems support business objectives.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Strategic IT planning Leadership and management Budgeting and financial management IT governance and compliance Vendor management Cybersecurity and risk management Project management Cloud computing Network infrastructure Enterprise software systems,"Provide strategic leadership for IT departments, setting goals and priorities. Oversee IT budgets and resource allocation. Align IT initiatives with overall business objectives.",Mutual of Omaha Insurance,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Mutual)"",""City"":""Omaha"",""State"":""Nebraska"",""Zip"":""68175"",""Website"":""www.mutualofomaha.com"",""Ticker"":"""",""CEO"":""James T. Blackledge""}"
3064420457795563,1 to 9 Years,M.Tech,$57K-$118K,Nicosia,Cyprus,35.1264,33.4299,Temporary,116060,2022-02-16,Male,Jeffrey Nixon,864-466-6837x1046,Family Lawyer,Child Custody Lawyer,Internships.com,"Child Custody Lawyers specialize in family law, focusing on cases related to child custody and visitation rights. They represent clients in court, provide legal counsel, and advocate for the best interests of children in custody disputes.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Child custody law Family law Legal advocacy Negotiation Court representation Legal research Client counseling Case preparation,"Specialize in child custody cases, advocating for the best interests of children. Conduct investigations, gather evidence, and present cases in court. Negotiate parenting plans and visitation schedules.",NGL Energy Partners,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Tulsa"",""State"":""Oklahoma"",""Zip"":""74136"",""Website"":""www.nglenergypartners.com"",""Ticker"":""NGL"",""CEO"":""Michael Krimbill""}"
1062857746044619,5 to 11 Years,B.Com,$65K-$106K,San Salvador,El Salvador,13.7942,-88.8965,Temporary,24490,2023-02-03,Both,Ricardo Lane,001-823-384-3142x13290,Financial Advisor,Retirement Planner,Snagajob,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Retirement planning Social security Investment products Tax planning Estate planning,"Specialize in retirement planning, helping clients prepare for financial security in retirement. Create retirement income plans and strategies. Address tax and estate planning considerations.",Daimler AG (now known as Mercedes-Benz AG),"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Stuttgart"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.daimler.com"",""Ticker"":""DAI"",""CEO"":""Ola K llenius""}"
148231967382049,1 to 11 Years,BA,$58K-$103K,Juba,South Sudan,6.877,31.307,Temporary,100323,2023-01-19,Female,Molly Leon,245-542-3671,Psychologist,School Psychologist,ZipRecruiter,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",School psychology Special education knowledge Assessment and testing Individualized education plans Collaboration skills,"Work in educational settings to support students emotional and psychological well-being. Conduct assessments, provide counseling, and collaborate with educators. Assist in the development of individualized education plans.",Eli Lilly,"{""Sector"":""Healthcare"",""Industry"":""Pharmaceuticals"",""City"":""Indianapolis"",""State"":""Indiana"",""Zip"":""46285"",""Website"":""www.lilly.com"",""Ticker"":""LLY"",""CEO"":""David A. Ricks""}"
2213723516031168,5 to 8 Years,M.Com,$63K-$80K,Thimphu,Bhutan,27.5142,90.4336,Contract,126299,2021-12-10,Both,Emily Davis,9023992470,Administrative Assistant,Data Entry Specialist,FlexJobs,"Accurately input and maintain data in databases or spreadsheets, ensuring data integrity and organization.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Data entry accuracy and speed Database software (e.g., Microsoft Access, Excel) Attention to detail Time management Organization Multitasking Keyboarding skills Data verification Problem-solving Communication skills Computer proficiency",Accurately enter and maintain data in databases or spreadsheets. Perform data verification and quality checks. Assist with data analysis and reporting.,Northwestern Mutual,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Mutual)"",""City"":""Milwaukee"",""State"":""Wisconsin"",""Zip"":""53202"",""Website"":""www.northwesternmutual.com"",""Ticker"":"""",""CEO"":""John Schlifske""}"
389902054685750,0 to 15 Years,M.Com,$57K-$83K,Kigali,Rwanda,-1.9403,29.8739,Intern,67398,2022-06-23,Male,Chelsea Navarro,(545)943-6429x6542,Physical Therapist,Pediatric Physical Therapist,Glassdoor,"Specialize in providing physical therapy to children, addressing developmental and mobility issues.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Pediatric rehabilitation Developmental assessments Child psychology knowledge,Work with children with developmental or physical disabilities. Provide therapy to improve mobility and motor skills. Collaborate with parents and caregivers.,JPMorgan Chase,"{""Sector"":""Financial Services"",""Industry"":""Commercial Banks"",""City"":""New York"",""State"":""New York"",""Zip"":""10179"",""Website"":""www.jpmorganchase.com"",""Ticker"":""JPM"",""CEO"":""Jamie Dimon""}"
